Zone,Current Availability,Day of Week,time,month,Family Weekend,Home Football Game,Labor Day
27,64,0,497,9,0,0,1
40,2,0,497,9,0,0,1
12,370,0,497,9,0,0,1
6,1,0,497,9,0,0,1
30,2,0,497,9,0,0,1
32,3,0,497,9,0,0,1
34,2,0,497,9,0,0,1
36,2,0,497,9,0,0,1
28,4,0,497,9,0,0,1
39,4,0,497,9,0,0,1
29,31,0,497,9,0,0,1
31,8,0,497,9,0,0,1
33,13,0,497,9,0,0,1
35,8,0,497,9,0,0,1
37,9,0,497,9,0,0,1
38,15,0,497,9,0,0,1
22,1421,0,498,9,0,0,1
13,-4,0,498,9,0,0,1
19,574,0,498,9,0,0,1
4,16,0,498,9,0,0,1
27,64,0,498,9,0,0,1
40,2,0,498,9,0,0,1
12,369,0,498,9,0,0,1
6,1,0,498,9,0,0,1
30,2,0,498,9,0,0,1
32,3,0,498,9,0,0,1
34,2,0,498,9,0,0,1
36,2,0,498,9,0,0,1
28,4,0,498,9,0,0,1
39,4,0,498,9,0,0,1
29,31,0,498,9,0,0,1
31,8,0,498,9,0,0,1
33,13,0,498,9,0,0,1
35,8,0,498,9,0,0,1
37,9,0,498,9,0,0,1
38,15,0,498,9,0,0,1
22,1419,0,499,9,0,0,1
13,-4,0,499,9,0,0,1
19,574,0,499,9,0,0,1
4,16,0,499,9,0,0,1
27,65,0,499,9,0,0,1
40,2,0,499,9,0,0,1
12,368,0,499,9,0,0,1
6,1,0,499,9,0,0,1
30,2,0,499,9,0,0,1
32,3,0,499,9,0,0,1
34,2,0,499,9,0,0,1
36,2,0,499,9,0,0,1
28,4,0,499,9,0,0,1
39,4,0,499,9,0,0,1
29,31,0,499,9,0,0,1
31,8,0,499,9,0,0,1
33,13,0,499,9,0,0,1
35,8,0,499,9,0,0,1
37,9,0,499,9,0,0,1
38,15,0,499,9,0,0,1
22,1419,0,500,9,0,0,1
13,-4,0,500,9,0,0,1
19,569,0,500,9,0,0,1
4,13,0,500,9,0,0,1
27,65,0,500,9,0,0,1
40,2,0,500,9,0,0,1
12,364,0,500,9,0,0,1
6,1,0,500,9,0,0,1
30,2,0,500,9,0,0,1
32,3,0,500,9,0,0,1
34,2,0,500,9,0,0,1
36,2,0,500,9,0,0,1
28,4,0,500,9,0,0,1
39,4,0,500,9,0,0,1
29,31,0,500,9,0,0,1
31,8,0,500,9,0,0,1
33,13,0,500,9,0,0,1
35,8,0,500,9,0,0,1
37,9,0,500,9,0,0,1
38,15,0,500,9,0,0,1
22,1419,0,501,9,0,0,1
13,-3,0,501,9,0,0,1
19,569,0,501,9,0,0,1
4,13,0,501,9,0,0,1
27,64,0,501,9,0,0,1
40,1,0,501,9,0,0,1
12,361,0,501,9,0,0,1
6,1,0,501,9,0,0,1
30,2,0,501,9,0,0,1
32,3,0,501,9,0,0,1
34,2,0,501,9,0,0,1
36,2,0,501,9,0,0,1
28,4,0,501,9,0,0,1
39,4,0,501,9,0,0,1
29,31,0,501,9,0,0,1
31,8,0,501,9,0,0,1
33,13,0,501,9,0,0,1
35,8,0,501,9,0,0,1
37,9,0,501,9,0,0,1
38,15,0,501,9,0,0,1
22,1417,0,502,9,0,0,1
13,-4,0,502,9,0,0,1
19,565,0,502,9,0,0,1
4,9,0,502,9,0,0,1
27,65,0,502,9,0,0,1
40,1,0,502,9,0,0,1
12,360,0,502,9,0,0,1
6,0,0,502,9,0,0,1
30,2,0,502,9,0,0,1
32,3,0,502,9,0,0,1
34,2,0,502,9,0,0,1
36,2,0,502,9,0,0,1
28,4,0,502,9,0,0,1
39,4,0,502,9,0,0,1
29,31,0,502,9,0,0,1
31,8,0,502,9,0,0,1
33,13,0,502,9,0,0,1
35,8,0,502,9,0,0,1
37,9,0,502,9,0,0,1
38,15,0,502,9,0,0,1
22,1415,0,503,9,0,0,1
13,-5,0,503,9,0,0,1
19,564,0,503,9,0,0,1
4,9,0,503,9,0,0,1
27,64,0,503,9,0,0,1
40,1,0,503,9,0,0,1
12,359,0,503,9,0,0,1
6,1,0,503,9,0,0,1
30,2,0,503,9,0,0,1
32,3,0,503,9,0,0,1
34,2,0,503,9,0,0,1
36,2,0,503,9,0,0,1
28,4,0,503,9,0,0,1
39,4,0,503,9,0,0,1
29,31,0,503,9,0,0,1
31,8,0,503,9,0,0,1
33,13,0,503,9,0,0,1
35,8,0,503,9,0,0,1
37,9,0,503,9,0,0,1
38,15,0,503,9,0,0,1
22,1412,0,504,9,0,0,1
13,-5,0,504,9,0,0,1
19,564,0,504,9,0,0,1
4,6,0,504,9,0,0,1
27,65,0,504,9,0,0,1
40,1,0,504,9,0,0,1
12,358,0,504,9,0,0,1
6,1,0,504,9,0,0,1
30,2,0,504,9,0,0,1
32,3,0,504,9,0,0,1
34,2,0,504,9,0,0,1
36,2,0,504,9,0,0,1
28,4,0,504,9,0,0,1
39,4,0,504,9,0,0,1
29,31,0,504,9,0,0,1
31,8,0,504,9,0,0,1
33,13,0,504,9,0,0,1
35,8,0,504,9,0,0,1
37,9,0,504,9,0,0,1
38,15,0,504,9,0,0,1
22,1412,0,505,9,0,0,1
13,-6,0,505,9,0,0,1
19,565,0,505,9,0,0,1
4,5,0,505,9,0,0,1
27,64,0,505,9,0,0,1
40,1,0,505,9,0,0,1
12,357,0,505,9,0,0,1
6,0,0,505,9,0,0,1
30,2,0,505,9,0,0,1
32,3,0,505,9,0,0,1
34,2,0,505,9,0,0,1
36,2,0,505,9,0,0,1
28,4,0,505,9,0,0,1
39,4,0,505,9,0,0,1
29,31,0,505,9,0,0,1
31,8,0,505,9,0,0,1
33,13,0,505,9,0,0,1
35,8,0,505,9,0,0,1
37,9,0,505,9,0,0,1
38,15,0,505,9,0,0,1
22,1410,0,506,9,0,0,1
13,-6,0,506,9,0,0,1
19,564,0,506,9,0,0,1
4,4,0,506,9,0,0,1
27,65,0,506,9,0,0,1
40,1,0,506,9,0,0,1
12,357,0,506,9,0,0,1
6,1,0,506,9,0,0,1
30,2,0,506,9,0,0,1
32,3,0,506,9,0,0,1
34,2,0,506,9,0,0,1
36,2,0,506,9,0,0,1
28,4,0,506,9,0,0,1
39,4,0,506,9,0,0,1
29,31,0,506,9,0,0,1
31,8,0,506,9,0,0,1
33,13,0,506,9,0,0,1
35,8,0,506,9,0,0,1
37,9,0,506,9,0,0,1
38,15,0,506,9,0,0,1
22,1409,0,507,9,0,0,1
13,-8,0,507,9,0,0,1
19,562,0,507,9,0,0,1
4,3,0,507,9,0,0,1
27,65,0,507,9,0,0,1
40,1,0,507,9,0,0,1
12,357,0,507,9,0,0,1
6,1,0,507,9,0,0,1
30,2,0,507,9,0,0,1
32,3,0,507,9,0,0,1
34,2,0,507,9,0,0,1
36,2,0,507,9,0,0,1
28,4,0,507,9,0,0,1
39,4,0,507,9,0,0,1
29,31,0,507,9,0,0,1
31,8,0,507,9,0,0,1
33,13,0,507,9,0,0,1
35,8,0,507,9,0,0,1
37,9,0,507,9,0,0,1
38,15,0,507,9,0,0,1
22,1408,0,508,9,0,0,1
13,-5,0,508,9,0,0,1
19,558,0,508,9,0,0,1
4,1,0,508,9,0,0,1
27,65,0,508,9,0,0,1
40,1,0,508,9,0,0,1
12,351,0,508,9,0,0,1
6,1,0,508,9,0,0,1
30,2,0,508,9,0,0,1
32,3,0,508,9,0,0,1
34,2,0,508,9,0,0,1
36,2,0,508,9,0,0,1
28,4,0,508,9,0,0,1
39,4,0,508,9,0,0,1
29,31,0,508,9,0,0,1
31,8,0,508,9,0,0,1
33,13,0,508,9,0,0,1
35,7,0,508,9,0,0,1
37,9,0,508,9,0,0,1
38,15,0,508,9,0,0,1
22,1407,0,509,9,0,0,1
13,-5,0,509,9,0,0,1
19,555,0,509,9,0,0,1
4,1,0,509,9,0,0,1
27,62,0,509,9,0,0,1
40,1,0,509,9,0,0,1
12,344,0,509,9,0,0,1
6,0,0,509,9,0,0,1
30,2,0,509,9,0,0,1
32,3,0,509,9,0,0,1
34,2,0,509,9,0,0,1
36,2,0,509,9,0,0,1
28,4,0,509,9,0,0,1
39,4,0,509,9,0,0,1
29,31,0,509,9,0,0,1
31,8,0,509,9,0,0,1
33,13,0,509,9,0,0,1
35,6,0,509,9,0,0,1
37,9,0,509,9,0,0,1
38,15,0,509,9,0,0,1
22,1404,0,510,9,0,0,1
13,-5,0,510,9,0,0,1
19,552,0,510,9,0,0,1
4,-1,0,510,9,0,0,1
27,64,0,510,9,0,0,1
40,1,0,510,9,0,0,1
12,344,0,510,9,0,0,1
6,0,0,510,9,0,0,1
30,2,0,510,9,0,0,1
32,3,0,510,9,0,0,1
34,2,0,510,9,0,0,1
36,2,0,510,9,0,0,1
28,4,0,510,9,0,0,1
39,4,0,510,9,0,0,1
29,31,0,510,9,0,0,1
31,8,0,510,9,0,0,1
33,13,0,510,9,0,0,1
35,6,0,510,9,0,0,1
37,8,0,510,9,0,0,1
38,15,0,510,9,0,0,1
22,1399,0,511,9,0,0,1
13,-5,0,511,9,0,0,1
19,551,0,511,9,0,0,1
4,0,0,511,9,0,0,1
27,65,0,511,9,0,0,1
40,1,0,511,9,0,0,1
12,343,0,511,9,0,0,1
6,0,0,511,9,0,0,1
30,2,0,511,9,0,0,1
32,3,0,511,9,0,0,1
34,2,0,511,9,0,0,1
36,2,0,511,9,0,0,1
28,4,0,511,9,0,0,1
39,4,0,511,9,0,0,1
29,31,0,511,9,0,0,1
31,8,0,511,9,0,0,1
33,13,0,511,9,0,0,1
35,6,0,511,9,0,0,1
37,8,0,511,9,0,0,1
38,15,0,511,9,0,0,1
22,1399,0,512,9,0,0,1
13,-3,0,512,9,0,0,1
19,545,0,512,9,0,0,1
4,-4,0,512,9,0,0,1
27,65,0,512,9,0,0,1
40,1,0,512,9,0,0,1
12,341,0,512,9,0,0,1
6,0,0,512,9,0,0,1
30,2,0,512,9,0,0,1
32,3,0,512,9,0,0,1
34,2,0,512,9,0,0,1
36,2,0,512,9,0,0,1
28,4,0,512,9,0,0,1
39,4,0,512,9,0,0,1
29,31,0,512,9,0,0,1
31,8,0,512,9,0,0,1
33,13,0,512,9,0,0,1
35,6,0,512,9,0,0,1
37,8,0,512,9,0,0,1
38,15,0,512,9,0,0,1
22,1398,0,513,9,0,0,1
13,-5,0,513,9,0,0,1
19,541,0,513,9,0,0,1
4,2,0,513,9,0,0,1
27,65,0,513,9,0,0,1
40,1,0,513,9,0,0,1
12,341,0,514,9,0,0,1
6,-1,0,514,9,0,0,1
30,2,0,514,9,0,0,1
32,3,0,514,9,0,0,1
34,2,0,514,9,0,0,1
36,2,0,514,9,0,0,1
28,4,0,514,9,0,0,1
39,4,0,514,9,0,0,1
29,31,0,514,9,0,0,1
31,8,0,514,9,0,0,1
33,13,0,514,9,0,0,1
35,6,0,514,9,0,0,1
37,8,0,514,9,0,0,1
38,15,0,514,9,0,0,1
22,1397,0,515,9,0,0,1
13,-7,0,515,9,0,0,1
19,537,0,515,9,0,0,1
4,3,0,515,9,0,0,1
27,64,0,515,9,0,0,1
40,1,0,515,9,0,0,1
12,340,0,515,9,0,0,1
6,0,0,515,9,0,0,1
30,2,0,515,9,0,0,1
32,3,0,515,9,0,0,1
34,2,0,515,9,0,0,1
36,2,0,515,9,0,0,1
28,4,0,515,9,0,0,1
39,4,0,515,9,0,0,1
29,31,0,515,9,0,0,1
31,8,0,515,9,0,0,1
33,13,0,515,9,0,0,1
35,5,0,515,9,0,0,1
37,8,0,515,9,0,0,1
38,15,0,515,9,0,0,1
22,1394,0,516,9,0,0,1
13,-6,0,516,9,0,0,1
19,534,0,516,9,0,0,1
4,2,0,516,9,0,0,1
27,65,0,516,9,0,0,1
40,1,0,516,9,0,0,1
12,339,0,516,9,0,0,1
6,0,0,516,9,0,0,1
30,2,0,516,9,0,0,1
32,3,0,516,9,0,0,1
34,2,0,516,9,0,0,1
36,2,0,516,9,0,0,1
28,4,0,516,9,0,0,1
39,4,0,516,9,0,0,1
29,31,0,516,9,0,0,1
31,8,0,516,9,0,0,1
33,13,0,516,9,0,0,1
35,5,0,516,9,0,0,1
37,8,0,516,9,0,0,1
38,15,0,516,9,0,0,1
22,1391,0,517,9,0,0,1
13,-7,0,517,9,0,0,1
19,529,0,517,9,0,0,1
4,1,0,517,9,0,0,1
27,62,0,517,9,0,0,1
40,1,0,517,9,0,0,1
12,337,0,517,9,0,0,1
6,-1,0,517,9,0,0,1
30,2,0,517,9,0,0,1
32,3,0,517,9,0,0,1
34,2,0,517,9,0,0,1
36,2,0,517,9,0,0,1
28,4,0,517,9,0,0,1
39,4,0,517,9,0,0,1
29,31,0,517,9,0,0,1
31,8,0,517,9,0,0,1
33,13,0,517,9,0,0,1
35,5,0,517,9,0,0,1
37,8,0,517,9,0,0,1
38,15,0,517,9,0,0,1
22,1385,0,518,9,0,0,1
13,-8,0,518,9,0,0,1
19,523,0,518,9,0,0,1
4,1,0,518,9,0,0,1
27,64,0,518,9,0,0,1
40,1,0,518,9,0,0,1
12,333,0,518,9,0,0,1
6,-1,0,518,9,0,0,1
30,2,0,518,9,0,0,1
32,3,0,518,9,0,0,1
34,2,0,518,9,0,0,1
36,2,0,518,9,0,0,1
28,4,0,518,9,0,0,1
39,4,0,518,9,0,0,1
29,31,0,518,9,0,0,1
31,8,0,518,9,0,0,1
33,13,0,518,9,0,0,1
35,6,0,518,9,0,0,1
37,8,0,518,9,0,0,1
38,15,0,518,9,0,0,1
22,1382,0,519,9,0,0,1
13,-9,0,519,9,0,0,1
19,521,0,519,9,0,0,1
4,2,0,519,9,0,0,1
27,64,0,519,9,0,0,1
40,1,0,519,9,0,0,1
12,331,0,519,9,0,0,1
6,0,0,519,9,0,0,1
30,2,0,519,9,0,0,1
32,3,0,519,9,0,0,1
34,2,0,519,9,0,0,1
36,2,0,519,9,0,0,1
28,4,0,519,9,0,0,1
39,4,0,519,9,0,0,1
29,31,0,519,9,0,0,1
31,8,0,519,9,0,0,1
33,13,0,519,9,0,0,1
35,6,0,519,9,0,0,1
37,8,0,519,9,0,0,1
38,15,0,519,9,0,0,1
22,1378,0,520,9,0,0,1
13,-9,0,520,9,0,0,1
19,511,0,520,9,0,0,1
4,4,0,520,9,0,0,1
27,63,0,520,9,0,0,1
40,1,0,520,9,0,0,1
12,330,0,520,9,0,0,1
6,0,0,520,9,0,0,1
30,2,0,520,9,0,0,1
32,3,0,520,9,0,0,1
34,2,0,520,9,0,0,1
36,2,0,520,9,0,0,1
28,4,0,520,9,0,0,1
39,4,0,520,9,0,0,1
29,31,0,520,9,0,0,1
31,8,0,520,9,0,0,1
33,13,0,520,9,0,0,1
35,6,0,520,9,0,0,1
37,8,0,520,9,0,0,1
38,15,0,520,9,0,0,1
22,1373,0,521,9,0,0,1
13,-11,0,521,9,0,0,1
19,510,0,521,9,0,0,1
4,2,0,521,9,0,0,1
27,62,0,521,9,0,0,1
40,1,0,521,9,0,0,1
12,330,0,521,9,0,0,1
6,0,0,521,9,0,0,1
30,2,0,521,9,0,0,1
32,3,0,521,9,0,0,1
34,2,0,521,9,0,0,1
36,2,0,521,9,0,0,1
28,4,0,521,9,0,0,1
39,4,0,521,9,0,0,1
29,31,0,521,9,0,0,1
31,8,0,521,9,0,0,1
33,13,0,521,9,0,0,1
35,6,0,521,9,0,0,1
37,8,0,521,9,0,0,1
38,15,0,521,9,0,0,1
22,1367,0,522,9,0,0,1
13,-9,0,522,9,0,0,1
19,504,0,522,9,0,0,1
4,-1,0,522,9,0,0,1
27,64,0,522,9,0,0,1
40,1,0,522,9,0,0,1
12,329,0,522,9,0,0,1
6,0,0,522,9,0,0,1
30,2,0,522,9,0,0,1
32,3,0,522,9,0,0,1
34,2,0,522,9,0,0,1
36,2,0,522,9,0,0,1
28,4,0,522,9,0,0,1
39,4,0,522,9,0,0,1
29,31,0,522,9,0,0,1
31,8,0,522,9,0,0,1
33,13,0,522,9,0,0,1
35,6,0,522,9,0,0,1
37,8,0,522,9,0,0,1
38,15,0,522,9,0,0,1
22,1360,0,523,9,0,0,1
13,-11,0,523,9,0,0,1
19,498,0,523,9,0,0,1
4,-4,0,523,9,0,0,1
27,63,0,523,9,0,0,1
40,1,0,523,9,0,0,1
12,328,0,523,9,0,0,1
6,0,0,523,9,0,0,1
30,2,0,523,9,0,0,1
32,3,0,523,9,0,0,1
34,2,0,523,9,0,0,1
36,2,0,523,9,0,0,1
28,4,0,523,9,0,0,1
39,4,0,523,9,0,0,1
29,31,0,523,9,0,0,1
31,8,0,523,9,0,0,1
33,13,0,523,9,0,0,1
35,5,0,523,9,0,0,1
37,8,0,523,9,0,0,1
38,15,0,523,9,0,0,1
22,1351,0,524,9,0,0,1
13,-13,0,524,9,0,0,1
19,490,0,524,9,0,0,1
4,-4,0,524,9,0,0,1
27,60,0,524,9,0,0,1
40,1,0,524,9,0,0,1
12,325,0,524,9,0,0,1
6,0,0,524,9,0,0,1
30,2,0,524,9,0,0,1
32,3,0,524,9,0,0,1
34,2,0,524,9,0,0,1
36,2,0,524,9,0,0,1
28,4,0,524,9,0,0,1
39,4,0,524,9,0,0,1
29,31,0,524,9,0,0,1
31,8,0,524,9,0,0,1
33,13,0,524,9,0,0,1
35,4,0,524,9,0,0,1
37,8,0,524,9,0,0,1
38,15,0,524,9,0,0,1
22,1344,0,525,9,0,0,1
13,-12,0,525,9,0,0,1
19,488,0,525,9,0,0,1
4,-1,0,525,9,0,0,1
27,62,0,525,9,0,0,1
40,1,0,525,9,0,0,1
12,323,0,525,9,0,0,1
6,0,0,525,9,0,0,1
30,2,0,525,9,0,0,1
32,3,0,525,9,0,0,1
34,2,0,525,9,0,0,1
36,2,0,525,9,0,0,1
28,4,0,525,9,0,0,1
39,4,0,525,9,0,0,1
29,31,0,525,9,0,0,1
31,7,0,525,9,0,0,1
33,13,0,525,9,0,0,1
35,4,0,525,9,0,0,1
37,8,0,525,9,0,0,1
38,15,0,525,9,0,0,1
22,1337,0,526,9,0,0,1
13,-13,0,526,9,0,0,1
19,480,0,526,9,0,0,1
4,-4,0,526,9,0,0,1
27,61,0,526,9,0,0,1
40,1,0,526,9,0,0,1
12,321,0,526,9,0,0,1
6,0,0,526,9,0,0,1
30,2,0,526,9,0,0,1
32,3,0,526,9,0,0,1
34,2,0,526,9,0,0,1
36,2,0,526,9,0,0,1
28,4,0,526,9,0,0,1
39,4,0,526,9,0,0,1
29,31,0,526,9,0,0,1
31,7,0,526,9,0,0,1
33,13,0,526,9,0,0,1
35,4,0,526,9,0,0,1
37,8,0,526,9,0,0,1
38,15,0,526,9,0,0,1
22,1333,0,527,9,0,0,1
13,-12,0,527,9,0,0,1
19,478,0,527,9,0,0,1
4,-8,0,527,9,0,0,1
27,59,0,527,9,0,0,1
40,1,0,527,9,0,0,1
12,320,0,527,9,0,0,1
6,0,0,527,9,0,0,1
30,2,0,527,9,0,0,1
32,3,0,527,9,0,0,1
34,2,0,527,9,0,0,1
36,2,0,527,9,0,0,1
28,4,0,527,9,0,0,1
39,4,0,527,9,0,0,1
29,31,0,527,9,0,0,1
31,7,0,527,9,0,0,1
33,11,0,527,9,0,0,1
35,4,0,527,9,0,0,1
37,8,0,527,9,0,0,1
38,15,0,527,9,0,0,1
22,1326,0,528,9,0,0,1
13,-13,0,528,9,0,0,1
19,467,0,528,9,0,0,1
4,-7,0,528,9,0,0,1
27,61,0,528,9,0,0,1
40,1,0,528,9,0,0,1
12,320,0,528,9,0,0,1
6,0,0,528,9,0,0,1
30,2,0,528,9,0,0,1
32,3,0,528,9,0,0,1
34,2,0,528,9,0,0,1
36,2,0,528,9,0,0,1
28,4,0,528,9,0,0,1
39,4,0,528,9,0,0,1
29,31,0,528,9,0,0,1
31,7,0,528,9,0,0,1
33,13,0,528,9,0,0,1
35,4,0,528,9,0,0,1
37,8,0,528,9,0,0,1
38,15,0,528,9,0,0,1
22,1323,0,529,9,0,0,1
13,-14,0,529,9,0,0,1
19,460,0,529,9,0,0,1
4,-8,0,529,9,0,0,1
27,57,0,529,9,0,0,1
40,1,0,529,9,0,0,1
12,319,0,529,9,0,0,1
6,0,0,530,9,0,0,1
30,2,0,530,9,0,0,1
32,3,0,530,9,0,0,1
34,2,0,530,9,0,0,1
36,2,0,530,9,0,0,1
28,4,0,530,9,0,0,1
39,4,0,530,9,0,0,1
29,31,0,530,9,0,0,1
31,8,0,530,9,0,0,1
33,13,0,530,9,0,0,1
35,4,0,530,9,0,0,1
37,8,0,530,9,0,0,1
38,15,0,530,9,0,0,1
22,1310,0,531,9,0,0,1
13,-18,0,531,9,0,0,1
19,453,0,531,9,0,0,1
4,-8,0,531,9,0,0,1
27,60,0,531,9,0,0,1
40,0,0,531,9,0,0,1
12,319,0,531,9,0,0,1
6,0,0,531,9,0,0,1
30,2,0,531,9,0,0,1
32,3,0,531,9,0,0,1
34,2,0,531,9,0,0,1
36,2,0,531,9,0,0,1
28,4,0,531,9,0,0,1
39,4,0,531,9,0,0,1
29,31,0,531,9,0,0,1
31,8,0,531,9,0,0,1
33,13,0,531,9,0,0,1
35,4,0,531,9,0,0,1
37,8,0,531,9,0,0,1
38,15,0,531,9,0,0,1
22,1308,0,532,9,0,0,1
13,-19,0,532,9,0,0,1
19,458,0,532,9,0,0,1
4,-10,0,532,9,0,0,1
27,60,0,532,9,0,0,1
40,0,0,532,9,0,0,1
12,315,0,532,9,0,0,1
6,0,0,532,9,0,0,1
30,2,0,532,9,0,0,1
32,3,0,532,9,0,0,1
34,2,0,532,9,0,0,1
36,2,0,532,9,0,0,1
28,4,0,532,9,0,0,1
39,4,0,532,9,0,0,1
29,31,0,532,9,0,0,1
31,8,0,532,9,0,0,1
33,13,0,532,9,0,0,1
35,4,0,532,9,0,0,1
37,8,0,532,9,0,0,1
38,15,0,532,9,0,0,1
22,1301,0,533,9,0,0,1
13,-23,0,533,9,0,0,1
19,453,0,533,9,0,0,1
4,-11,0,533,9,0,0,1
27,59,0,533,9,0,0,1
40,0,0,533,9,0,0,1
12,313,0,533,9,0,0,1
6,0,0,533,9,0,0,1
30,2,0,533,9,0,0,1
32,3,0,533,9,0,0,1
34,2,0,533,9,0,0,1
36,2,0,533,9,0,0,1
28,4,0,533,9,0,0,1
39,4,0,533,9,0,0,1
29,31,0,533,9,0,0,1
31,8,0,533,9,0,0,1
33,13,0,533,9,0,0,1
35,4,0,533,9,0,0,1
37,7,0,533,9,0,0,1
38,15,0,533,9,0,0,1
22,1287,0,534,9,0,0,1
13,-23,0,534,9,0,0,1
19,444,0,534,9,0,0,1
4,-14,0,534,9,0,0,1
27,59,0,534,9,0,0,1
40,0,0,534,9,0,0,1
12,312,0,534,9,0,0,1
6,0,0,534,9,0,0,1
30,2,0,534,9,0,0,1
32,3,0,534,9,0,0,1
34,2,0,534,9,0,0,1
36,2,0,534,9,0,0,1
28,4,0,534,9,0,0,1
39,4,0,534,9,0,0,1
29,31,0,534,9,0,0,1
31,8,0,534,9,0,0,1
33,13,0,534,9,0,0,1
35,4,0,534,9,0,0,1
37,7,0,534,9,0,0,1
38,15,0,534,9,0,0,1
22,1281,0,535,9,0,0,1
13,-22,0,535,9,0,0,1
19,439,0,535,9,0,0,1
4,-14,0,535,9,0,0,1
27,58,0,535,9,0,0,1
40,0,0,535,9,0,0,1
12,311,0,535,9,0,0,1
6,0,0,535,9,0,0,1
30,2,0,535,9,0,0,1
32,3,0,535,9,0,0,1
34,2,0,535,9,0,0,1
36,2,0,535,9,0,0,1
28,4,0,535,9,0,0,1
39,4,0,535,9,0,0,1
29,31,0,535,9,0,0,1
31,8,0,535,9,0,0,1
33,13,0,535,9,0,0,1
35,4,0,535,9,0,0,1
37,7,0,535,9,0,0,1
38,15,0,535,9,0,0,1
22,1270,0,536,9,0,0,1
13,-21,0,536,9,0,0,1
19,436,0,536,9,0,0,1
4,-14,0,536,9,0,0,1
27,57,0,536,9,0,0,1
40,0,0,536,9,0,0,1
12,309,0,536,9,0,0,1
6,0,0,536,9,0,0,1
30,2,0,536,9,0,0,1
32,3,0,536,9,0,0,1
34,2,0,536,9,0,0,1
36,2,0,536,9,0,0,1
28,4,0,536,9,0,0,1
39,4,0,536,9,0,0,1
29,29,0,536,9,0,0,1
31,8,0,536,9,0,0,1
33,13,0,536,9,0,0,1
35,4,0,536,9,0,0,1
37,7,0,536,9,0,0,1
38,15,0,536,9,0,0,1
22,1256,0,537,9,0,0,1
13,-22,0,537,9,0,0,1
19,435,0,537,9,0,0,1
4,-12,0,537,9,0,0,1
27,60,0,537,9,0,0,1
40,0,0,537,9,0,0,1
12,305,0,537,9,0,0,1
6,-1,0,537,9,0,0,1
30,2,0,537,9,0,0,1
32,3,0,537,9,0,0,1
34,2,0,537,9,0,0,1
36,2,0,537,9,0,0,1
28,4,0,537,9,0,0,1
39,4,0,537,9,0,0,1
29,29,0,537,9,0,0,1
31,8,0,537,9,0,0,1
33,13,0,537,9,0,0,1
35,4,0,537,9,0,0,1
37,7,0,537,9,0,0,1
38,15,0,537,9,0,0,1
22,1249,0,538,9,0,0,1
13,-18,0,538,9,0,0,1
19,424,0,538,9,0,0,1
4,-11,0,538,9,0,0,1
27,60,0,538,9,0,0,1
40,0,0,538,9,0,0,1
12,303,0,538,9,0,0,1
6,-2,0,538,9,0,0,1
30,2,0,538,9,0,0,1
32,3,0,538,9,0,0,1
34,2,0,538,9,0,0,1
36,2,0,538,9,0,0,1
28,4,0,538,9,0,0,1
39,4,0,538,9,0,0,1
29,29,0,538,9,0,0,1
31,8,0,538,9,0,0,1
33,13,0,538,9,0,0,1
35,4,0,538,9,0,0,1
37,7,0,538,9,0,0,1
38,15,0,538,9,0,0,1
22,1245,0,539,9,0,0,1
13,-14,0,539,9,0,0,1
19,416,0,539,9,0,0,1
4,-12,0,539,9,0,0,1
27,56,0,539,9,0,0,1
40,0,0,539,9,0,0,1
12,303,0,539,9,0,0,1
6,-1,0,539,9,0,0,1
30,2,0,539,9,0,0,1
32,3,0,539,9,0,0,1
34,2,0,539,9,0,0,1
36,2,0,539,9,0,0,1
28,4,0,539,9,0,0,1
39,4,0,539,9,0,0,1
29,29,0,539,9,0,0,1
31,8,0,539,9,0,0,1
33,13,0,539,9,0,0,1
35,4,0,539,9,0,0,1
37,7,0,539,9,0,0,1
38,15,0,539,9,0,0,1
22,1236,0,540,9,0,0,1
13,-10,0,540,9,0,0,1
19,402,0,540,9,0,0,1
4,-12,0,540,9,0,0,1
27,61,0,540,9,0,0,1
40,0,0,540,9,0,0,1
12,302,0,540,9,0,0,1
6,-1,0,540,9,0,0,1
30,2,0,540,9,0,0,1
32,3,0,540,9,0,0,1
34,2,0,540,9,0,0,1
36,2,0,540,9,0,0,1
28,3,0,540,9,0,0,1
39,4,0,540,9,0,0,1
29,29,0,540,9,0,0,1
31,8,0,540,9,0,0,1
33,13,0,540,9,0,0,1
35,4,0,540,9,0,0,1
37,7,0,540,9,0,0,1
38,15,0,540,9,0,0,1
22,1232,0,541,9,0,0,1
13,-8,0,541,9,0,0,1
19,397,0,541,9,0,0,1
4,-11,0,541,9,0,0,1
27,60,0,541,9,0,0,1
40,0,0,541,9,0,0,1
12,300,0,541,9,0,0,1
6,-1,0,541,9,0,0,1
30,2,0,541,9,0,0,1
32,3,0,541,9,0,0,1
34,2,0,541,9,0,0,1
36,2,0,541,9,0,0,1
28,3,0,541,9,0,0,1
39,4,0,541,9,0,0,1
29,29,0,541,9,0,0,1
31,8,0,541,9,0,0,1
33,13,0,541,9,0,0,1
35,4,0,541,9,0,0,1
37,7,0,541,9,0,0,1
38,15,0,541,9,0,0,1
22,1227,0,542,9,0,0,1
13,-9,0,542,9,0,0,1
19,391,0,542,9,0,0,1
4,-11,0,542,9,0,0,1
27,60,0,542,9,0,0,1
40,0,0,542,9,0,0,1
12,299,0,542,9,0,0,1
6,-1,0,542,9,0,0,1
30,2,0,542,9,0,0,1
