Zone,Current Availability,Day of Week,time,month,Family Weekend,Home Football Game,Labor Day
19,630,0,1401,9,0,0,1
4,387,0,1401,9,0,0,1
27,90,0,1401,9,0,0,1
40,13,0,1401,9,0,0,1
12,561,0,1401,9,0,0,1
6,45,0,1401,9,0,0,1
30,2,0,1401,9,0,0,1
32,4,0,1401,9,0,0,1
34,2,0,1401,9,0,0,1
36,3,0,1401,9,0,0,1
28,4,0,1401,9,0,0,1
39,4,0,1401,9,0,0,1
29,30,0,1401,9,0,0,1
31,8,0,1401,9,0,0,1
33,13,0,1401,9,0,0,1
35,12,0,1401,9,0,0,1
37,15,0,1401,9,0,0,1
38,17,0,1401,9,0,0,1
22,1456,0,1402,9,0,0,1
13,444,0,1402,9,0,0,1
19,630,0,1402,9,0,0,1
4,387,0,1402,9,0,0,1
27,90,0,1402,9,0,0,1
40,13,0,1402,9,0,0,1
12,561,0,1402,9,0,0,1
6,45,0,1402,9,0,0,1
30,2,0,1402,9,0,0,1
32,4,0,1402,9,0,0,1
34,2,0,1402,9,0,0,1
36,3,0,1402,9,0,0,1
28,4,0,1402,9,0,0,1
39,4,0,1402,9,0,0,1
29,30,0,1402,9,0,0,1
31,8,0,1402,9,0,0,1
33,13,0,1402,9,0,0,1
35,12,0,1402,9,0,0,1
37,15,0,1402,9,0,0,1
38,17,0,1402,9,0,0,1
22,1456,0,1403,9,0,0,1
13,444,0,1403,9,0,0,1
19,630,0,1403,9,0,0,1
4,388,0,1403,9,0,0,1
27,90,0,1403,9,0,0,1
40,13,0,1403,9,0,0,1
12,561,0,1403,9,0,0,1
6,45,0,1403,9,0,0,1
30,2,0,1403,9,0,0,1
32,4,0,1403,9,0,0,1
34,2,0,1403,9,0,0,1
36,3,0,1403,9,0,0,1
28,4,0,1403,9,0,0,1
39,4,0,1403,9,0,0,1
29,30,0,1403,9,0,0,1
31,8,0,1403,9,0,0,1
33,13,0,1403,9,0,0,1
35,12,0,1403,9,0,0,1
37,15,0,1403,9,0,0,1
38,17,0,1403,9,0,0,1
22,1456,0,1404,9,0,0,1
13,444,0,1404,9,0,0,1
19,630,0,1404,9,0,0,1
4,389,0,1404,9,0,0,1
27,91,0,1404,9,0,0,1
40,13,0,1404,9,0,0,1
12,561,0,1404,9,0,0,1
6,45,0,1404,9,0,0,1
30,2,0,1404,9,0,0,1
32,4,0,1404,9,0,0,1
34,2,0,1404,9,0,0,1
36,3,0,1404,9,0,0,1
28,4,0,1404,9,0,0,1
39,4,0,1404,9,0,0,1
29,30,0,1404,9,0,0,1
31,8,0,1404,9,0,0,1
33,13,0,1404,9,0,0,1
35,12,0,1404,9,0,0,1
37,15,0,1404,9,0,0,1
38,17,0,1404,9,0,0,1
22,1456,0,1405,9,0,0,1
13,444,0,1405,9,0,0,1
19,630,0,1405,9,0,0,1
4,389,0,1405,9,0,0,1
27,91,0,1405,9,0,0,1
40,13,0,1405,9,0,0,1
12,561,0,1405,9,0,0,1
6,45,0,1405,9,0,0,1
30,2,0,1405,9,0,0,1
32,4,0,1405,9,0,0,1
34,2,0,1405,9,0,0,1
36,3,0,1405,9,0,0,1
28,4,0,1405,9,0,0,1
39,4,0,1405,9,0,0,1
29,30,0,1405,9,0,0,1
31,8,0,1405,9,0,0,1
33,13,0,1405,9,0,0,1
35,12,0,1405,9,0,0,1
37,15,0,1405,9,0,0,1
38,17,0,1405,9,0,0,1
22,1457,0,1406,9,0,0,1
13,444,0,1406,9,0,0,1
19,630,0,1406,9,0,0,1
4,389,0,1406,9,0,0,1
27,91,0,1406,9,0,0,1
40,13,0,1406,9,0,0,1
12,561,0,1406,9,0,0,1
6,45,0,1406,9,0,0,1
30,2,0,1406,9,0,0,1
32,4,0,1406,9,0,0,1
34,2,0,1406,9,0,0,1
36,3,0,1406,9,0,0,1
28,4,0,1406,9,0,0,1
39,4,0,1406,9,0,0,1
29,30,0,1406,9,0,0,1
31,8,0,1406,9,0,0,1
33,13,0,1406,9,0,0,1
35,12,0,1406,9,0,0,1
37,15,0,1406,9,0,0,1
38,17,0,1406,9,0,0,1
22,1457,0,1407,9,0,0,1
13,444,0,1407,9,0,0,1
19,630,0,1407,9,0,0,1
4,389,0,1407,9,0,0,1
27,91,0,1407,9,0,0,1
40,13,0,1407,9,0,0,1
12,561,0,1407,9,0,0,1
6,45,0,1407,9,0,0,1
30,2,0,1407,9,0,0,1
32,4,0,1407,9,0,0,1
34,2,0,1407,9,0,0,1
36,3,0,1407,9,0,0,1
28,4,0,1407,9,0,0,1
39,4,0,1407,9,0,0,1
29,30,0,1407,9,0,0,1
31,8,0,1407,9,0,0,1
33,13,0,1407,9,0,0,1
35,12,0,1407,9,0,0,1
37,15,0,1407,9,0,0,1
38,17,0,1407,9,0,0,1
22,1457,0,1408,9,0,0,1
13,444,0,1408,9,0,0,1
19,630,0,1408,9,0,0,1
4,389,0,1408,9,0,0,1
27,91,0,1408,9,0,0,1
40,13,0,1408,9,0,0,1
12,561,0,1408,9,0,0,1
6,45,0,1408,9,0,0,1
30,2,0,1408,9,0,0,1
32,4,0,1408,9,0,0,1
34,2,0,1408,9,0,0,1
36,3,0,1408,9,0,0,1
28,4,0,1408,9,0,0,1
39,4,0,1408,9,0,0,1
29,30,0,1408,9,0,0,1
31,8,0,1408,9,0,0,1
33,13,0,1408,9,0,0,1
35,12,0,1408,9,0,0,1
37,15,0,1408,9,0,0,1
38,17,0,1408,9,0,0,1
22,1459,0,1409,9,0,0,1
13,444,0,1409,9,0,0,1
19,630,0,1409,9,0,0,1
4,389,0,1409,9,0,0,1
27,90,0,1409,9,0,0,1
40,13,0,1409,9,0,0,1
12,561,0,1409,9,0,0,1
6,45,0,1409,9,0,0,1
30,2,0,1409,9,0,0,1
32,4,0,1409,9,0,0,1
34,2,0,1409,9,0,0,1
36,3,0,1409,9,0,0,1
28,4,0,1409,9,0,0,1
39,4,0,1409,9,0,0,1
29,30,0,1409,9,0,0,1
31,8,0,1409,9,0,0,1
33,13,0,1409,9,0,0,1
35,12,0,1409,9,0,0,1
37,15,0,1409,9,0,0,1
38,17,0,1409,9,0,0,1
22,1459,0,1410,9,0,0,1
13,444,0,1410,9,0,0,1
19,630,0,1410,9,0,0,1
4,390,0,1410,9,0,0,1
27,91,0,1410,9,0,0,1
40,13,0,1410,9,0,0,1
12,561,0,1410,9,0,0,1
6,45,0,1410,9,0,0,1
30,2,0,1410,9,0,0,1
32,4,0,1410,9,0,0,1
34,2,0,1410,9,0,0,1
36,3,0,1410,9,0,0,1
28,4,0,1410,9,0,0,1
39,4,0,1410,9,0,0,1
29,30,0,1410,9,0,0,1
31,8,0,1410,9,0,0,1
33,13,0,1410,9,0,0,1
35,12,0,1410,9,0,0,1
37,15,0,1410,9,0,0,1
38,17,0,1410,9,0,0,1
22,1459,0,1411,9,0,0,1
13,444,0,1411,9,0,0,1
19,630,0,1411,9,0,0,1
4,390,0,1411,9,0,0,1
27,91,0,1411,9,0,0,1
40,13,0,1411,9,0,0,1
12,561,0,1411,9,0,0,1
6,45,0,1411,9,0,0,1
30,2,0,1411,9,0,0,1
32,4,0,1411,9,0,0,1
34,2,0,1411,9,0,0,1
36,3,0,1411,9,0,0,1
28,4,0,1411,9,0,0,1
39,4,0,1411,9,0,0,1
29,30,0,1411,9,0,0,1
31,8,0,1411,9,0,0,1
33,13,0,1411,9,0,0,1
35,12,0,1411,9,0,0,1
37,15,0,1411,9,0,0,1
38,17,0,1411,9,0,0,1
22,1459,0,1412,9,0,0,1
13,444,0,1412,9,0,0,1
19,630,0,1412,9,0,0,1
4,390,0,1412,9,0,0,1
27,91,0,1412,9,0,0,1
40,13,0,1412,9,0,0,1
12,561,0,1412,9,0,0,1
6,45,0,1412,9,0,0,1
30,2,0,1412,9,0,0,1
32,4,0,1412,9,0,0,1
34,2,0,1412,9,0,0,1
36,3,0,1412,9,0,0,1
28,4,0,1412,9,0,0,1
39,4,0,1412,9,0,0,1
29,30,0,1412,9,0,0,1
31,8,0,1412,9,0,0,1
33,13,0,1412,9,0,0,1
35,12,0,1412,9,0,0,1
37,15,0,1412,9,0,0,1
38,17,0,1412,9,0,0,1
22,1459,0,1413,9,0,0,1
13,444,0,1413,9,0,0,1
19,630,0,1413,9,0,0,1
4,390,0,1413,9,0,0,1
27,91,0,1413,9,0,0,1
40,13,0,1413,9,0,0,1
12,561,0,1413,9,0,0,1
6,45,0,1413,9,0,0,1
30,2,0,1413,9,0,0,1
32,4,0,1413,9,0,0,1
34,2,0,1413,9,0,0,1
36,3,0,1413,9,0,0,1
28,4,0,1413,9,0,0,1
39,4,0,1413,9,0,0,1
29,30,0,1413,9,0,0,1
31,8,0,1413,9,0,0,1
33,13,0,1413,9,0,0,1
35,12,0,1413,9,0,0,1
37,15,0,1413,9,0,0,1
38,17,0,1413,9,0,0,1
22,1459,0,1414,9,0,0,1
13,446,0,1414,9,0,0,1
19,630,0,1414,9,0,0,1
4,390,0,1414,9,0,0,1
27,91,0,1414,9,0,0,1
40,13,0,1414,9,0,0,1
12,561,0,1414,9,0,0,1
6,45,0,1414,9,0,0,1
30,2,0,1414,9,0,0,1
32,4,0,1414,9,0,0,1
34,2,0,1414,9,0,0,1
36,3,0,1414,9,0,0,1
28,4,0,1414,9,0,0,1
39,4,0,1414,9,0,0,1
29,30,0,1414,9,0,0,1
31,8,0,1414,9,0,0,1
33,13,0,1414,9,0,0,1
35,12,0,1414,9,0,0,1
37,15,0,1414,9,0,0,1
38,17,0,1414,9,0,0,1
22,1459,0,1415,9,0,0,1
13,446,0,1415,9,0,0,1
19,630,0,1415,9,0,0,1
4,390,0,1415,9,0,0,1
27,91,0,1415,9,0,0,1
40,13,0,1415,9,0,0,1
12,561,0,1415,9,0,0,1
6,45,0,1415,9,0,0,1
30,2,0,1415,9,0,0,1
32,4,0,1415,9,0,0,1
34,2,0,1415,9,0,0,1
36,3,0,1415,9,0,0,1
28,4,0,1415,9,0,0,1
39,4,0,1415,9,0,0,1
29,30,0,1415,9,0,0,1
31,8,0,1415,9,0,0,1
33,13,0,1415,9,0,0,1
35,12,0,1415,9,0,0,1
37,15,0,1415,9,0,0,1
38,17,0,1415,9,0,0,1
22,1459,0,1416,9,0,0,1
13,446,0,1416,9,0,0,1
19,630,0,1416,9,0,0,1
4,390,0,1416,9,0,0,1
27,91,0,1416,9,0,0,1
40,13,0,1416,9,0,0,1
12,561,0,1416,9,0,0,1
6,45,0,1416,9,0,0,1
30,2,0,1416,9,0,0,1
32,4,0,1416,9,0,0,1
34,2,0,1416,9,0,0,1
36,3,0,1416,9,0,0,1
28,4,0,1416,9,0,0,1
39,4,0,1416,9,0,0,1
29,30,0,1416,9,0,0,1
31,8,0,1416,9,0,0,1
33,13,0,1416,9,0,0,1
35,12,0,1416,9,0,0,1
37,15,0,1416,9,0,0,1
38,17,0,1416,9,0,0,1
22,1459,0,1417,9,0,0,1
13,446,0,1417,9,0,0,1
19,630,0,1417,9,0,0,1
4,390,0,1417,9,0,0,1
27,91,0,1417,9,0,0,1
40,13,0,1417,9,0,0,1
12,560,0,1417,9,0,0,1
6,45,0,1417,9,0,0,1
30,2,0,1417,9,0,0,1
32,4,0,1417,9,0,0,1
34,2,0,1417,9,0,0,1
36,3,0,1417,9,0,0,1
28,4,0,1417,9,0,0,1
39,4,0,1417,9,0,0,1
29,30,0,1417,9,0,0,1
31,8,0,1417,9,0,0,1
33,13,0,1417,9,0,0,1
35,12,0,1417,9,0,0,1
37,15,0,1417,9,0,0,1
38,17,0,1417,9,0,0,1
22,1459,0,1418,9,0,0,1
13,446,0,1418,9,0,0,1
19,630,0,1418,9,0,0,1
4,390,0,1418,9,0,0,1
27,91,0,1418,9,0,0,1
40,13,0,1418,9,0,0,1
12,560,0,1418,9,0,0,1
6,45,0,1418,9,0,0,1
30,2,0,1418,9,0,0,1
32,4,0,1418,9,0,0,1
34,2,0,1418,9,0,0,1
36,3,0,1418,9,0,0,1
28,4,0,1418,9,0,0,1
39,4,0,1418,9,0,0,1
29,30,0,1418,9,0,0,1
31,8,0,1418,9,0,0,1
33,13,0,1418,9,0,0,1
35,12,0,1418,9,0,0,1
37,15,0,1418,9,0,0,1
38,17,0,1418,9,0,0,1
22,1459,0,1419,9,0,0,1
13,446,0,1419,9,0,0,1
19,630,0,1419,9,0,0,1
4,390,0,1419,9,0,0,1
27,91,0,1419,9,0,0,1
40,13,0,1419,9,0,0,1
12,560,0,1419,9,0,0,1
6,45,0,1419,9,0,0,1
30,2,0,1419,9,0,0,1
32,4,0,1419,9,0,0,1
34,2,0,1419,9,0,0,1
36,3,0,1419,9,0,0,1
28,4,0,1419,9,0,0,1
39,4,0,1419,9,0,0,1
29,30,0,1419,9,0,0,1
31,8,0,1419,9,0,0,1
33,13,0,1419,9,0,0,1
35,12,0,1419,9,0,0,1
37,15,0,1419,9,0,0,1
38,17,0,1419,9,0,0,1
22,1459,0,1420,9,0,0,1
13,446,0,1420,9,0,0,1
19,630,0,1420,9,0,0,1
4,390,0,1420,9,0,0,1
27,91,0,1420,9,0,0,1
40,13,0,1420,9,0,0,1
12,562,0,1420,9,0,0,1
6,45,0,1420,9,0,0,1
30,2,0,1420,9,0,0,1
32,4,0,1420,9,0,0,1
34,2,0,1420,9,0,0,1
36,3,0,1420,9,0,0,1
28,4,0,1420,9,0,0,1
39,4,0,1420,9,0,0,1
29,30,0,1420,9,0,0,1
31,8,0,1420,9,0,0,1
33,13,0,1420,9,0,0,1
35,12,0,1420,9,0,0,1
37,15,0,1420,9,0,0,1
38,17,0,1420,9,0,0,1
22,1458,0,1421,9,0,0,1
13,446,0,1421,9,0,0,1
19,630,0,1421,9,0,0,1
4,390,0,1421,9,0,0,1
27,90,0,1421,9,0,0,1
40,13,0,1421,9,0,0,1
12,562,0,1421,9,0,0,1
6,45,0,1421,9,0,0,1
30,2,0,1421,9,0,0,1
32,4,0,1421,9,0,0,1
34,2,0,1421,9,0,0,1
36,3,0,1421,9,0,0,1
28,4,0,1421,9,0,0,1
39,4,0,1421,9,0,0,1
29,30,0,1421,9,0,0,1
31,8,0,1421,9,0,0,1
33,13,0,1421,9,0,0,1
35,12,0,1421,9,0,0,1
37,15,0,1421,9,0,0,1
38,17,0,1421,9,0,0,1
22,1459,0,1422,9,0,0,1
13,446,0,1422,9,0,0,1
19,630,0,1422,9,0,0,1
4,390,0,1422,9,0,0,1
27,91,0,1422,9,0,0,1
40,13,0,1422,9,0,0,1
12,562,0,1422,9,0,0,1
6,45,0,1422,9,0,0,1
30,2,0,1422,9,0,0,1
32,4,0,1422,9,0,0,1
34,2,0,1422,9,0,0,1
36,3,0,1422,9,0,0,1
28,4,0,1422,9,0,0,1
39,4,0,1422,9,0,0,1
29,30,0,1422,9,0,0,1
31,8,0,1422,9,0,0,1
33,13,0,1422,9,0,0,1
35,12,0,1422,9,0,0,1
37,15,0,1422,9,0,0,1
38,17,0,1422,9,0,0,1
22,1459,0,1423,9,0,0,1
13,446,0,1423,9,0,0,1
19,630,0,1423,9,0,0,1
4,390,0,1423,9,0,0,1
27,91,0,1423,9,0,0,1
40,13,0,1423,9,0,0,1
12,562,0,1423,9,0,0,1
6,45,0,1423,9,0,0,1
30,2,0,1423,9,0,0,1
32,4,0,1423,9,0,0,1
34,2,0,1423,9,0,0,1
36,3,0,1423,9,0,0,1
28,4,0,1423,9,0,0,1
39,4,0,1423,9,0,0,1
29,30,0,1423,9,0,0,1
31,8,0,1423,9,0,0,1
33,13,0,1423,9,0,0,1
35,12,0,1423,9,0,0,1
37,15,0,1423,9,0,0,1
38,17,0,1423,9,0,0,1
22,1459,0,1424,9,0,0,1
13,446,0,1424,9,0,0,1
19,630,0,1424,9,0,0,1
4,390,0,1424,9,0,0,1
27,91,0,1424,9,0,0,1
40,13,0,1424,9,0,0,1
12,562,0,1424,9,0,0,1
6,45,0,1424,9,0,0,1
30,2,0,1424,9,0,0,1
32,4,0,1424,9,0,0,1
34,2,0,1424,9,0,0,1
36,3,0,1424,9,0,0,1
28,4,0,1424,9,0,0,1
39,4,0,1424,9,0,0,1
29,30,0,1424,9,0,0,1
31,8,0,1424,9,0,0,1
33,13,0,1424,9,0,0,1
35,12,0,1424,9,0,0,1
37,15,0,1424,9,0,0,1
38,17,0,1424,9,0,0,1
22,1459,0,1425,9,0,0,1
13,446,0,1425,9,0,0,1
19,630,0,1425,9,0,0,1
4,390,0,1425,9,0,0,1
27,91,0,1425,9,0,0,1
40,13,0,1425,9,0,0,1
12,562,0,1425,9,0,0,1
6,44,0,1425,9,0,0,1
30,2,0,1425,9,0,0,1
32,4,0,1425,9,0,0,1
34,2,0,1425,9,0,0,1
36,3,0,1425,9,0,0,1
28,4,0,1425,9,0,0,1
39,4,0,1425,9,0,0,1
29,30,0,1425,9,0,0,1
31,8,0,1425,9,0,0,1
33,13,0,1425,9,0,0,1
35,12,0,1425,9,0,0,1
37,15,0,1425,9,0,0,1
38,17,0,1425,9,0,0,1
22,1459,0,1426,9,0,0,1
13,446,0,1426,9,0,0,1
19,630,0,1426,9,0,0,1
4,391,0,1426,9,0,0,1
27,91,0,1426,9,0,0,1
40,13,0,1426,9,0,0,1
12,562,0,1426,9,0,0,1
6,44,0,1426,9,0,0,1
30,2,0,1426,9,0,0,1
32,4,0,1426,9,0,0,1
34,2,0,1426,9,0,0,1
36,3,0,1426,9,0,0,1
28,4,0,1426,9,0,0,1
39,4,0,1426,9,0,0,1
29,30,0,1426,9,0,0,1
31,8,0,1426,9,0,0,1
33,13,0,1426,9,0,0,1
35,12,0,1426,9,0,0,1
37,15,0,1426,9,0,0,1
38,17,0,1426,9,0,0,1
22,1459,0,1427,9,0,0,1
13,446,0,1427,9,0,0,1
19,630,0,1427,9,0,0,1
4,391,0,1427,9,0,0,1
27,91,0,1427,9,0,0,1
40,13,0,1427,9,0,0,1
12,562,0,1427,9,0,0,1
6,44,0,1427,9,0,0,1
30,2,0,1427,9,0,0,1
32,4,0,1427,9,0,0,1
34,2,0,1427,9,0,0,1
36,3,0,1427,9,0,0,1
28,4,0,1427,9,0,0,1
39,4,0,1427,9,0,0,1
29,30,0,1427,9,0,0,1
31,8,0,1427,9,0,0,1
33,13,0,1427,9,0,0,1
35,12,0,1427,9,0,0,1
37,15,0,1427,9,0,0,1
38,17,0,1427,9,0,0,1
22,1460,0,1428,9,0,0,1
13,446,0,1428,9,0,0,1
19,630,0,1428,9,0,0,1
4,391,0,1428,9,0,0,1
27,91,0,1428,9,0,0,1
40,13,0,1428,9,0,0,1
12,562,0,1428,9,0,0,1
6,44,0,1428,9,0,0,1
30,2,0,1428,9,0,0,1
32,4,0,1428,9,0,0,1
34,2,0,1428,9,0,0,1
36,3,0,1428,9,0,0,1
28,4,0,1428,9,0,0,1
39,4,0,1428,9,0,0,1
29,30,0,1428,9,0,0,1
31,8,0,1428,9,0,0,1
33,13,0,1428,9,0,0,1
35,12,0,1428,9,0,0,1
37,15,0,1428,9,0,0,1
38,17,0,1428,9,0,0,1
22,1460,0,1429,9,0,0,1
13,446,0,1429,9,0,0,1
19,630,0,1429,9,0,0,1
4,391,0,1429,9,0,0,1
27,91,0,1429,9,0,0,1
40,13,0,1429,9,0,0,1
12,562,0,1429,9,0,0,1
6,44,0,1429,9,0,0,1
30,2,0,1429,9,0,0,1
32,4,0,1429,9,0,0,1
34,2,0,1429,9,0,0,1
36,3,0,1429,9,0,0,1
28,4,0,1429,9,0,0,1
39,4,0,1429,9,0,0,1
29,30,0,1429,9,0,0,1
31,8,0,1429,9,0,0,1
33,13,0,1429,9,0,0,1
35,12,0,1429,9,0,0,1
37,15,0,1429,9,0,0,1
38,17,0,1429,9,0,0,1
22,1460,0,1430,9,0,0,1
13,447,0,1430,9,0,0,1
19,630,0,1430,9,0,0,1
4,391,0,1430,9,0,0,1
27,91,0,1430,9,0,0,1
40,13,0,1430,9,0,0,1
12,562,0,1430,9,0,0,1
6,44,0,1430,9,0,0,1
30,2,0,1430,9,0,0,1
32,4,0,1430,9,0,0,1
34,2,0,1430,9,0,0,1
36,3,0,1430,9,0,0,1
28,4,0,1430,9,0,0,1
39,4,0,1430,9,0,0,1
29,30,0,1430,9,0,0,1
31,8,0,1430,9,0,0,1
33,13,0,1430,9,0,0,1
35,12,0,1430,9,0,0,1
37,15,0,1430,9,0,0,1
38,17,0,1430,9,0,0,1
22,1460,0,1431,9,0,0,1
13,447,0,1431,9,0,0,1
19,630,0,1431,9,0,0,1
4,391,0,1431,9,0,0,1
27,91,0,1431,9,0,0,1
40,13,0,1431,9,0,0,1
12,562,0,1431,9,0,0,1
6,44,0,1431,9,0,0,1
30,2,0,1431,9,0,0,1
32,4,0,1431,9,0,0,1
34,2,0,1431,9,0,0,1
36,3,0,1431,9,0,0,1
28,4,0,1431,9,0,0,1
39,4,0,1431,9,0,0,1
29,30,0,1431,9,0,0,1
31,8,0,1431,9,0,0,1
33,13,0,1431,9,0,0,1
35,12,0,1431,9,0,0,1
37,15,0,1431,9,0,0,1
38,17,0,1431,9,0,0,1
22,1460,0,1432,9,0,0,1
13,447,0,1432,9,0,0,1
19,630,0,1432,9,0,0,1
4,391,0,1432,9,0,0,1
27,91,0,1432,9,0,0,1
40,13,0,1432,9,0,0,1
12,562,0,1432,9,0,0,1
6,44,0,1432,9,0,0,1
30,2,0,1432,9,0,0,1
32,4,0,1432,9,0,0,1
34,2,0,1432,9,0,0,1
36,3,0,1432,9,0,0,1
28,4,0,1432,9,0,0,1
39,4,0,1432,9,0,0,1
29,30,0,1432,9,0,0,1
31,8,0,1432,9,0,0,1
33,13,0,1432,9,0,0,1
35,12,0,1432,9,0,0,1
37,15,0,1432,9,0,0,1
38,17,0,1432,9,0,0,1
22,1460,0,1433,9,0,0,1
13,447,0,1433,9,0,0,1
19,630,0,1433,9,0,0,1
4,391,0,1433,9,0,0,1
27,91,0,1433,9,0,0,1
40,13,0,1433,9,0,0,1
12,562,0,1433,9,0,0,1
6,44,0,1433,9,0,0,1
30,2,0,1433,9,0,0,1
32,4,0,1433,9,0,0,1
34,2,0,1433,9,0,0,1
36,3,0,1433,9,0,0,1
28,4,0,1433,9,0,0,1
39,4,0,1433,9,0,0,1
29,30,0,1433,9,0,0,1
31,8,0,1433,9,0,0,1
33,13,0,1433,9,0,0,1
35,12,0,1433,9,0,0,1
37,15,0,1433,9,0,0,1
38,17,0,1433,9,0,0,1
22,1460,0,1434,9,0,0,1
13,447,0,1434,9,0,0,1
19,630,0,1434,9,0,0,1
4,392,0,1434,9,0,0,1
27,91,0,1434,9,0,0,1
40,13,0,1434,9,0,0,1
12,562,0,1434,9,0,0,1
6,44,0,1434,9,0,0,1
30,2,0,1434,9,0,0,1
32,4,0,1434,9,0,0,1
34,2,0,1434,9,0,0,1
36,3,0,1434,9,0,0,1
28,4,0,1434,9,0,0,1
39,4,0,1434,9,0,0,1
29,30,0,1434,9,0,0,1
31,8,0,1434,9,0,0,1
33,13,0,1434,9,0,0,1
35,12,0,1434,9,0,0,1
37,15,0,1434,9,0,0,1
38,17,0,1434,9,0,0,1
22,1460,0,1435,9,0,0,1
13,447,0,1436,9,0,0,1
19,630,0,1436,9,0,0,1
4,392,0,1436,9,0,0,1
27,91,0,1436,9,0,0,1
40,13,0,1436,9,0,0,1
12,562,0,1436,9,0,0,1
6,44,0,1436,9,0,0,1
30,2,0,1436,9,0,0,1
32,4,0,1436,9,0,0,1
34,2,0,1436,9,0,0,1
36,3,0,1436,9,0,0,1
28,4,0,1436,9,0,0,1
39,4,0,1436,9,0,0,1
29,30,0,1436,9,0,0,1
31,8,0,1436,9,0,0,1
33,13,0,1436,9,0,0,1
35,12,0,1436,9,0,0,1
37,15,0,1436,9,0,0,1
38,17,0,1436,9,0,0,1
22,1460,0,1437,9,0,0,1
13,447,0,1437,9,0,0,1
19,630,0,1437,9,0,0,1
4,392,0,1437,9,0,0,1
27,91,0,1437,9,0,0,1
40,13,0,1437,9,0,0,1
12,562,0,1437,9,0,0,1
6,44,0,1437,9,0,0,1
30,2,0,1437,9,0,0,1
32,4,0,1437,9,0,0,1
34,2,0,1437,9,0,0,1
36,3,0,1437,9,0,0,1
28,4,0,1437,9,0,0,1
39,4,0,1437,9,0,0,1
29,30,0,1437,9,0,0,1
31,8,0,1437,9,0,0,1
33,13,0,1437,9,0,0,1
35,12,0,1437,9,0,0,1
37,15,0,1437,9,0,0,1
38,17,0,1437,9,0,0,1
22,1460,0,1438,9,0,0,1
13,447,0,1438,9,0,0,1
19,630,0,1438,9,0,0,1
4,392,0,1438,9,0,0,1
27,91,0,1438,9,0,0,1
40,13,0,1438,9,0,0,1
12,562,0,1438,9,0,0,1
6,44,0,1438,9,0,0,1
30,2,0,1438,9,0,0,1
32,4,0,1438,9,0,0,1
34,2,0,1438,9,0,0,1
36,3,0,1438,9,0,0,1
28,4,0,1438,9,0,0,1
39,4,0,1438,9,0,0,1
29,30,0,1438,9,0,0,1
31,8,0,1438,9,0,0,1
33,13,0,1438,9,0,0,1
35,12,0,1438,9,0,0,1
37,15,0,1438,9,0,0,1
38,17,0,1438,9,0,0,1
22,1460,0,1439,9,0,0,1
13,447,0,1439,9,0,0,1
19,630,0,1439,9,0,0,1
4,392,0,1439,9,0,0,1
27,91,0,1439,9,0,0,1
40,13,0,1439,9,0,0,1
12,562,0,1439,9,0,0,1
6,44,0,1439,9,0,0,1
30,2,0,1439,9,0,0,1
32,4,0,1439,9,0,0,1
34,2,0,1439,9,0,0,1
36,3,0,1439,9,0,0,1
28,4,0,1439,9,0,0,1
39,4,0,1439,9,0,0,1
29,30,0,1439,9,0,0,1
31,8,0,1439,9,0,0,1
33,13,0,1439,9,0,0,1
35,12,0,1439,9,0,0,1
37,15,0,1439,9,0,0,1
38,17,0,1439,9,0,0,1
22,1450,5,1,9,0,1,0
13,451,5,1,9,0,1,0
19,623,5,1,9,0,1,0
4,342,5,1,9,0,1,0
27,81,5,1,9,0,1,0
40,13,5,1,9,0,1,0
12,552,5,1,9,0,1,0
6,29,5,1,9,0,1,0
30,2,5,1,9,0,1,0
32,4,5,1,9,0,1,0
34,2,5,1,9,0,1,0
36,3,5,1,9,0,1,0
28,4,5,1,9,0,1,0
39,4,5,1,9,0,1,0
29,31,5,1,9,0,1,0
31,8,5,1,9,0,1,0
33,13,5,1,9,0,1,0
35,12,5,1,9,0,1,0
37,15,5,1,9,0,1,0
38,17,5,1,9,0,1,0
22,1450,5,2,9,0,1,0
13,452,5,2,9,0,1,0
19,623,5,2,9,0,1,0
4,343,5,2,9,0,1,0
27,81,5,2,9,0,1,0
40,13,5,2,9,0,1,0
12,554,5,2,9,0,1,0
6,29,5,2,9,0,1,0
30,2,5,2,9,0,1,0
32,3,5,2,9,0,1,0
34,2,5,2,9,0,1,0
36,3,5,2,9,0,1,0
28,4,5,2,9,0,1,0
39,4,5,2,9,0,1,0
29,31,5,2,9,0,1,0
31,8,5,2,9,0,1,0
33,13,5,2,9,0,1,0
35,12,5,2,9,0,1,0
37,15,5,2,9,0,1,0
38,17,5,2,9,0,1,0
22,1450,5,3,9,0,1,0
13,451,5,3,9,0,1,0
19,623,5,3,9,0,1,0
4,343,5,3,9,0,1,0
27,81,5,3,9,0,1,0
40,13,5,3,9,0,1,0
12,554,5,3,9,0,1,0
6,29,5,3,9,0,1,0
30,2,5,3,9,0,1,0
32,4,5,3,9,0,1,0
34,2,5,3,9,0,1,0
36,3,5,3,9,0,1,0
28,4,5,3,9,0,1,0
39,4,5,3,9,0,1,0
29,31,5,3,9,0,1,0
31,8,5,3,9,0,1,0
33,13,5,3,9,0,1,0
35,12,5,3,9,0,1,0
37,15,5,3,9,0,1,0
38,17,5,3,9,0,1,0
22,1450,5,4,9,0,1,0
13,451,5,4,9,0,1,0
19,624,5,4,9,0,1,0
4,343,5,4,9,0,1,0
